日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2007/7/17,74.04,69.42,77.88
2007/7/16,74.26,70.38,79.18
2007/7/13,73.82,70.06,79.52
2007/7/12,72.59,70.12,79.18
2007/7/11,72.58,70.30,77.92
2007/7/10,72.67,69.72,78.19
2007/7/9,72.08,69.45,78.03
2007/7/6,72.76,68.95,78.23
2007/7/5,71.79,68.57,76.60
2007/7/4,71.41,68.34,75.33
2007/7/3,71.41,68.19,74.78
2007/7/2,71.28,67.12,73.03
2007/6/29,70.31,66.54,73.68
2007/6/28,69.64,66.22,73.38
2007/6/27,68.98,65.83,72.76
2007/6/26,67.78,66.85,71.74
2007/6/25,68.87,66.28,71.79
2007/6/22,68.94,65.95,73.26
2007/6/21,68.11,66.95,72.42
2007/6/20,68.48,66.85,71.84
2007/6/19,69.07,67.38,72.96
2007/6/18,69.04,66.64,73.09
2007/6/15,68.09,66.27,72.15
2007/6/14,67.73,65.95,71.73
2007/6/13,66.03,64.81,70.01
2007/6/12,65.32,65.05,69.16
2007/6/11,65.92,64.37,68.98
2007/6/8,64.75,65.77,70.49
2007/6/7,66.85,65.91,73.00
2007/6/6,65.96,65.37,72.21
2007/6/5,65.63,65.35,72.14
2007/6/4,66.21,64.80,71.58
2007/6/1,64.86,63.77,69.17
2007/5/31,64.20,63.89,68.59
2007/5/30,63.39,63.89,67.98
2007/5/29,63.27,65.32,69.18
2007/5/28,64.71,65.87,71.08
2007/5/25,64.71,66.61,71.08
2007/5/24,63.56,66.76,72.35
2007/5/23,65.05,65.79,71.75
2007/5/22,64.94,66.70,70.82
2007/5/21,66.25,66.15,70.24
2007/5/18,64.81,66.13,69.72
2007/5/17,64.98,65.07,69.65
2007/5/16,62.53,64.70,67.59
2007/5/15,62.99,63.76,66.86
2007/5/14,62.49,64.61,65.18
2007/5/11,62.35,63.73,64.85
2007/5/10,61.80,62.71,65.07
2007/5/9,61.51,62.87,63.81
2007/5/8,62.20,62.37,64.57
2007/5/7,61.58,62.92,62.40
2007/5/4,61.82,63.62,64.66
2007/5/3,63.25,63.92,64.06
2007/5/2,63.48,64.10,65.04
2007/5/1,64.47,64.88,67.37
2007/4/30,65.64,64.88,66.99
2007/4/27,66.34,64.16,67.12
2007/4/26,65.90,64.61,67.47
2007/4/25,65.08,63.95,67.50
2007/4/24,63.33,64.64,67.71
2007/4/23,65.20,63.34,67.42
2007/4/20,63.37,62.76,65.97
2007/4/19,61.84,62.72,65.80
2007/4/18,63.19,62.23,65.34
2007/4/17,63.03,63.91,66.57
2007/4/16,63.64,65.19,67.06
2007/4/13,63.59,65.45,68.78
2007/4/12,63.73,64.34,68.12
2007/4/11,62.05,64.26,68.05
2007/4/10,61.80,63.39,67.09
2007/4/9,60.24,64.15,69.01
2007/4/5,63.86,64.49,68.68
2007/4/4,64.40,63.54,68.93
2007/4/3,64.54,63.93,68.42
2007/4/2,65.99,63.67,69.04
2007/3/30,65.76,63.32,68.84
2007/3/29,66.22,61.78,67.62
2007/3/28,64.06,61.73,66.34
2007/3/27,62.94,60.57,64.00
2007/3/26,62.94,59.72,64.45
2007/3/23,61.18,58.60,63.49
2007/3/22,60.66,57.94,62.88
2007/3/21,57.77,57.23,60.61
2007/3/20,57.73,57.41,59.85
2007/3/19,56.71,56.94,60.95
2007/3/16,56.97,57.09,61.43
2007/3/15,57.51,58.12,60.80
2007/3/14,58.12,57.74,61.14
2007/3/13,57.97,57.88,62.09
2007/3/12,58.90,57.73,60.55
2007/3/9,60.05,59.38,60.96
2007/3/8,61.62,59.57,60.94
2007/3/7,60.71,58.59,61.22
2007/3/6,60.82,58.11,59.47
2007/3/5,59.97,58.10,59.49
2007/3/2,61.56,59.36,62.23
2007/3/1,61.80,59.30,61.78
2007/2/28,62.02,57.66,59.87
2007/2/27,60.85,58.23,60.46
2007/2/26,61.52,58.39,60.19
2007/2/23,60.06,57.96,59.91
2007/2/22,59.45,55.87,58.98
2007/2/21,58.92,54.36,57.76
2007/2/20,58.22,54.24,55.81
2007/2/16,59.36,54.24,56.68
2007/2/15,58.00,54.50,54.77
2007/2/14,58.04,55.41,55.42
2007/2/13,59.04,54.36,55.99
2007/2/12,57.67,55.95,55.25
2007/2/9,59.72,56.38,57.51
2007/2/8,59.58,54.51,55.81
2007/2/7,57.82,55.67,57.54
2007/2/6,59.06,56.09,57.57
2007/2/5,58.64,55.64,58.49
2007/2/2,59.12,55.91,56.96
2007/2/1,57.39,54.86,57.33
2007/1/31,58.10,53.16,56.76
2007/1/30,56.81,50.81,55.33
2007/1/29,53.97,52.33,55.29
2007/1/26,54.80,51.42,55.61
2007/1/25,54.77,52.28,56.05
2007/1/24,54.83,51.73,55.52
2007/1/23,53.50,50.44,54.11
2007/1/22,51.18,50.79,54.33
2007/1/19,51.82,49.06,52.53
2007/1/18,50.49,50.00,50.46
2007/1/17,52.22,49.70,50.75
2007/1/16,51.30,50.38,50.98
2007/1/15,52.51,50.69,52.05
2007/1/12,52.51,50.09,50.31
2007/1/11,52.35,50.46,51.50
2007/1/10,53.71,52.47,51.62
2007/1/9,55.56,52.69,51.98
2007/1/8,56.20,53.70,52.52
2007/1/5,56.10,52.41,52.58
2007/1/4,55.72,55.36,54.33
2007/1/3,57.95,57.21,56.45
2006/12/29,61.06,57.85,60.22
2006/12/28,60.54,57.83,60.22
2006/12/27,60.35,58.58,60.60
2006/12/26,61.36,60.19,62.41
2006/12/22,61.92,59.71,62.41
2006/12/21,61.97,59.95,62.68
2006/12/20,63.23,59.65,63.13
2006/12/19,63.16,58.85,61.77
2006/12/18,62.22,60.29,62.35
2006/12/15,63.94,60.23,62.61
2006/12/14,62.52,58.95,62.44
2006/12/13,61.38,58.41,61.42
2006/12/12,61.03,59.21,62.58
2006/12/11,61.23,59.34,62.58
2006/12/8,62.04,60.33,64.01
2006/12/7,62.50,60.81,62.88
2006/12/6,62.20,61.25,63.60
2006/12/5,62.44,61.10,63.73
2006/12/4,62.45,61.67,63.66
2006/12/1,63.44,60.62,64.43
2006/11/30,63.14,60.33,64.28
2006/11/29,62.47,58.84,62.77
2006/11/28,61.00,58.19,61.11
2006/11/27,60.33,57.91,59.98
2006/11/24,58.45,57.31,60.59
2006/11/23,58.45,57.22,59.65
2006/11/22,58.45,57.87,58.89
2006/11/21,58.03,57.02,59.32
2006/11/20,56.46,56.46,57.98
2006/11/17,55.82,56.59,57.00
2006/11/16,56.27,58.64,56.75
2006/11/15,58.77,57.86,58.30
2006/11/14,58.29,59.22,56.46
2006/11/13,58.54,58.12,58.87
2006/11/10,59.60,59.22,60.62
2006/11/9,61.17,58.95,61.34
2006/11/8,59.84,57.70,59.56
2006/11/7,58.94,58.96,59.09
2006/11/6,60.03,57.40,58.75
2006/11/3,59.15,56.25,57.96
2006/11/2,57.89,56.65,57.34
2006/11/1,58.72,56.70,57.29
2006/10/31,58.74,56.70,57.05
2006/10/30,58.37,58.29,57.99
2006/10/27,60.76,58.08,59.33
2006/10/26,60.31,59.11,60.22
2006/10/25,59.11,57.71,58.65
2006/10/24,57.11,56.38,56.98
2006/10/23,57.22,56.38,55.92
2006/10/20,56.83,58.33,56.68
2006/10/19,58.36,57.50,57.95
2006/10/18,57.66,58.27,60.52
2006/10/17,58.94,58.98,56.40
2006/10/16,59.95,56.95,58.53
2006/10/13,58.58,56.73,58.74
2006/10/12,57.87,55.44,57.68
2006/10/11,57.60,55.92,57.49
2006/10/10,58.70,57.18,57.92
2006/10/9,59.97,57.56,58.83
2006/10/6,59.77,56.64,57.03
2006/10/5,60.21,56.41,58.31
2006/10/4,59.42,55.68,56.05
2006/10/3,58.94,56.85,56.27
2006/10/2,61.29,59.33,59.74
2006/9/29,62.92,58.75,59.24
2006/9/28,62.77,58.01,60.53
2006/9/27,62.97,57.80,57.63
2006/9/26,61.02,57.42,58.52
2006/9/25,61.46,56.39,57.56
2006/9/22,60.31,58.32,58.75
2006/9/21,61.42,56.11,59.08
2006/9/20,60.82,57.89,59.20
2006/9/19,62.02,61.09,62.50
2006/9/18,64.01,60.62,61.49
2006/9/15,63.54,59.98,60.29
2006/9/14,63.43,59.41,61.72
2006/9/13,64.18,59.83,61.43
2006/9/12,63.92,60.66,62.51
2006/9/11,65.85,61.06,62.64
2006/9/8,66.45,63.14,64.51
2006/9/7,67.33,63.79,64.39
2006/9/6,67.70,64.48,65.12
2006/9/5,68.81,65.00,66.00
2006/9/4,69.40,64.89,65.46
2006/9/1,69.40,66.82,67.15
2006/8/31,70.44,66.86,67.33
2006/8/30,70.19,66.58,65.95
2006/8/29,69.87,66.13,66.97
2006/8/28,70.77,67.68,68.18
2006/8/25,72.40,69.46,72.22
2006/8/24,72.25,67.99,71.03
2006/8/23,71.67,68.66,70.93
2006/8/22,72.99,69.17,71.97
2006/8/21,72.79,68.97,72.18
2006/8/18,71.45,68.19,71.37
2006/8/17,70.30,68.01,71.21
2006/8/16,72.13,69.04,72.70
2006/8/15,73.29,70.13,73.75
2006/8/14,73.77,69.10,73.88
2006/8/11,74.36,71.30,75.45
2006/8/10,74.16,71.60,76.13
2006/8/9,76.56,72.54,78.27
2006/8/8,76.47,72.54,77.83
2006/8/7,77.14,72.13,78.02
2006/8/4,74.92,70.77,76.58
2006/8/3,75.62,71.02,76.40
2006/8/2,75.97,71.56,77.57
2006/8/1,75.05,71.01,76.43
2006/7/31,74.56,69.54,74.64
2006/7/28,73.40,68.98,74.03
2006/7/27,74.70,70.06,75.00
2006/7/26,73.95,68.82,73.82
2006/7/25,73.41,70.02,72.62
2006/7/24,74.51,68.76,72.85
2006/7/21,74.04,69.61,72.80
2006/7/20,73.19,69.78,72.14
2006/7/19,72.77,70.02,71.69
2006/7/18,73.68,72.28,75.00
2006/7/17,75.51,71.84,75.33
2006/7/14,77.23,72.28,76.57
2006/7/13,76.70,70.55,75.43
2006/7/12,75.00,69.04,73.00
2006/7/11,74.26,69.25,73.22
2006/7/10,73.56,68.12,72.36
2006/7/7,74.04,70.18,74.36
2006/7/6,75.09,69.17,73.00
2006/7/5,75.24,68.46,72.84
2006/7/3,73.98,68.87,74.13
2006/6/30,73.98,68.35,73.29
2006/6/29,73.57,67.38,72.98
2006/6/28,72.24,67.07,71.72
2006/6/27,71.97,67.50,71.28
2006/6/26,71.85,65.98,69.72
2006/6/23,70.59,65.59,69.94
2006/6/22,70.59,65.79,69.75
2006/6/21,69.97,64.11,67.56
2006/6/20,68.84,64.79,67.58
2006/6/19,68.83,64.37,65.45
2006/6/16,68.99,61.68,65.99
2006/6/15,69.53,63.94,66.03
2006/6/14,68.99,62.99,65.52
2006/6/13,68.46,63.35,65.64
2006/6/12,70.26,65.93,68.37
2006/6/9,71.58,65.24,68.68
2006/6/8,70.30,62.55,66.44
2006/6/7,70.67,63.98,67.89
2006/6/6,72.45,65.61,67.93
2006/6/5,72.60,67.41,69.59
2006/6/2,72.33,65.65,68.58
2006/6/1,70.39,64.72,68.94
2006/5/31,71.32,65.26,67.54
2006/5/30,72.11,66.66,70.50
2006/5/29,71.49,65.09,69.70
2006/5/26,71.49,64.29,69.70
2006/5/25,70.97,63.85,68.42
2006/5/24,69.51,64.13,68.84
2006/5/23,69.28,65.50,69.34
2006/5/22,69.28,61.90,66.65
2006/5/19,68.59,62.77,66.68
2006/5/18,69.51,62.79,67.40
2006/5/17,68.60,64.76,67.46
2006/5/16,69.44,64.49,69.11
2006/5/15,69.32,64.26,68.97
2006/5/12,72.20,66.87,71.52
2006/5/11,73.38,67.86,72.33
2006/5/10,72.29,66.28,69.77
2006/5/9,71.00,65.77,70.67
2006/5/8,70.13,64.53,68.86
2006/5/5,70.45,65.95,70.87
2006/5/4,70.20,66.67,71.60
2006/5/3,72.54,69.06,73.68
2006/5/2,74.87,68.97,74.33
2006/5/1,73.96,66.02,72.73
2006/4/28,72.14,67.48,72.33
2006/4/27,71.23,66.81,71.81
2006/4/26,72.29,68.04,73.43
2006/4/25,72.88,68.69,72.77
2006/4/24,70.19,68.36,74.05
2006/4/21,73.83,67.73,73.78
2006/4/20,72.11,67.63,72.61
2006/4/19,72.43,66.63,72.52
2006/4/18,71.56,66.52,71.25
2006/4/17,70.56,65.75,70.54
2006/4/13,69.48,64.16,69.36
2006/4/12,68.78,64.15,69.07
2006/4/11,69.14,64.29,68.31
2006/4/10,68.70,63.15,67.94
2006/4/7,67.35,61.83,66.88
2006/4/6,67.85,62.82,67.85
2006/4/5,66.98,62.62,67.00
2006/4/4,66.14,62.51,65.84
2006/4/3,66.65,62.23,67.43
2006/3/31,66.66,61.18,66.12
2006/3/30,67.21,61.18,65.89
2006/3/29,66.56,59.95,64.82
2006/3/28,66.18,59.36,64.55
2006/3/27,64.22,58.45,62.75
2006/3/24,63.91,58.35,62.69
2006/3/23,63.37,58.30,61.53
2006/3/22,60.73,57.13,61.37
2006/3/21,60.53,56.33,59.99
2006/3/20,60.38,58.95,62.01
2006/3/17,62.73,59.57,63.41
2006/3/16,63.53,58.52,62.17
2006/3/15,62.13,59.20,63.11
2006/3/14,63.01,58.45,62.20
2006/3/13,61.83,56.17,60.40
2006/3/10,60.02,55.52,59.20
2006/3/9,60.53,55.65,58.62
2006/3/8,60.08,55.77,58.85
2006/3/7,61.69,59.68,60.21
2006/3/6,62.50,58.37,61.82
2006/3/3,63.73,60.61,64.29
2006/3/2,63.37,59.92,62.07
2006/3/1,62.13,59.00,60.67
2006/2/28,61.57,57.73,59.64
2006/2/27,61.16,58.51,59.40
2006/2/24,62.32,56.97,60.33
2006/2/23,58.13,55.55,58.88
2006/2/22,57.82,55.58,58.58
2006/2/21,60.91,56.35,59.59
2006/2/20,59.69,56.17,59.92
2006/2/17,59.69,54.91,57.91
2006/2/16,58.22,53.38,56.86
2006/2/15,57.41,54.30,57.64
2006/2/14,59.33,56.66,59.13
2006/2/13,61.05,56.11,59.11
2006/2/10,61.65,56.78,59.44
2006/2/9,62.43,58.30,60.67
2006/2/8,62.46,57.48,60.50
2006/2/7,63.05,59.28,61.54
2006/2/6,65.14,60.09,63.38
2006/2/3,65.41,59.07,62.51
2006/2/2,64.84,60.76,62.95
2006/2/1,66.72,61.17,66.18
2006/1/31,68.03,60.50,65.59
2006/1/30,68.41,60.50,65.13
2006/1/27,67.82,60.50,64.72
2006/1/26,66.12,59.72,62.90
2006/1/25,65.21,59.98,62.45
2006/1/24,66.60,60.73,63.84
2006/1/23,67.81,60.74,65.99
2006/1/20,68.31,60.97,64.94
2006/1/19,66.84,59.45,63.70
2006/1/18,65.79,60.07,63.66
2006/1/17,66.37,59.26,63.09
2006/1/16,63.98,58.04,62.51
2006/1/13,63.98,56.84,62.06
2006/1/12,63.90,58.15,62.69
2006/1/11,63.75,57.17,61.49
2006/1/10,63.43,57.20,62.41
2006/1/9,63.66,57.87,62.55
2006/1/6,64.37,57.28,62.68
2006/1/5,62.95,57.26,61.80
2006/1/4,63.68,58.38,61.36
2006/1/3,63.45,55.84,61.49
2006/1/2,61.29,53.96,57.83
2005/12/30,61.29,53.96,57.83
2005/12/29,60.57,53.36,57.20
2005/12/28,59.97,52.48,56.63
2005/12/27,58.31,52.21,56.32
2005/12/26,58.24,52.32,56.32
2005/12/23,58.24,53.35,56.32
2005/12/22,58.39,53.25,57.16
2005/12/21,58.52,52.59,56.49
2005/12/20,58.24,52.61,56.13
2005/12/19,57.60,53.39,56.22
2005/12/16,58.32,54.65,58.24
2005/12/15,60.30,55.84,59.77
2005/12/14,61.01,55.95,59.50
2005/12/13,61.68,55.29,58.88
2005/12/12,61.51,54.68,57.45
2005/12/9,59.50,54.99,56.96
2005/12/8,60.72,53.92,56.31
2005/12/7,59.42,54.57,55.30
2005/12/6,60.25,53.69,55.81
2005/12/5,60.22,54.24,57.67
2005/12/2,59.68,53.43,55.01
2005/12/1,58.83,52.18,53.46
2005/11/30,57.73,50.97,53.27
2005/11/29,56.76,51.89,53.47
2005/11/28,57.57,51.41,53.02
2005/11/25,58.28,51.24,53.07
2005/11/24,58.28,51.63,53.37
2005/11/23,58.28,51.99,54.55
2005/11/22,58.00,52.46,54.01
2005/11/21,56.76,51.55,53.16
2005/11/18,56.00,50.74,52.78
2005/11/17,56.25,52.12,53.77
2005/11/16,57.89,51.15,53.45
2005/11/15,56.99,50.80,54.40
2005/11/14,57.85,52.00,54.23
2005/11/11,57.69,51.46,53.81
2005/11/10,58.06,52.32,54.93
2005/11/9,59.29,53.50,57.49
2005/11/8,60.14,53.00,57.63
2005/11/7,59.93,53.71,58.34
2005/11/4,60.94,55.04,60.32
2005/11/3,62.14,53.53,59.47
2005/11/2,60.16,53.12,58.74
2005/11/1,60.26,52.49,58.41
2005/10/31,60.02,53.23,58.53
2005/10/28,61.33,54.33,58.86
2005/10/27,61.20,54.47,58.21
2005/10/26,60.77,54.92,60.10
2005/10/25,62.50,56.03,58.93
2005/10/24,60.63,52.73,57.48
2005/10/21,60.79,52.25,56.94
2005/10/20,60.64,53.06,56.63
2005/10/19,61.92,54.05,58.87
2005/10/18,62.86,54.64,58.90
2005/10/17,64.02,55.30,59.89
2005/10/14,62.29,53.75,58.27
2005/10/13,62.69,55.43,60.21
2005/10/12,63.73,55.01,59.31
2005/10/11,63.24,54.61,58.47
2005/10/10,61.61,53.35,56.28
2005/10/7,61.79,54.83,58.01
2005/10/6,61.27,54.22,58.31
2005/10/5,62.80,56.06,61.10
2005/10/4,64.01,56.65,60.13
2005/10/3,65.58,57.97,62.03
2005/9/30,66.25,57.87,61.91
2005/9/29,66.70,58.69,63.13
2005/9/28,66.76,57.86,62.91
2005/9/27,65.37,58.17,62.82
2005/9/26,65.98,56.64,61.65
2005/9/23,64.30,58.48,62.05
2005/9/22,66.42,59.35,64.44
2005/9/21,66.71,58.92,64.51
2005/9/20,66.39,58.71,62.64
2005/9/19,67.60,59.51,63.34
2005/9/16,63.31,57.14,60.18
2005/9/15,65.21,57.72,61.97
2005/9/14,65.50,56.10,61.28
2005/9/13,63.62,55.61,61.73
2005/9/12,63.95,55.63,60.78
2005/9/9,64.97,57.47,63.28
2005/9/8,64.97,57.30,63.82
2005/9/7,64.85,58.92,64.15
2005/9/6,66.42,59.22,63.99
2005/9/5,68.03,58.44,64.34
2005/9/2,68.03,59.24,66.54
2005/9/1,69.93,61.12,67.02
2005/8/31,69.93,59.86,67.02
2005/8/30,70.37,59.87,66.07
2005/8/29,67.71,60.04,66.50
2005/8/26,66.34,59.66,66.50
2005/8/25,67.50,58.96,66.05
2005/8/24,67.38,58.20,65.44
2005/8/23,65.62,57.10,65.00
2005/8/22,65.71,57.21,65.67
2005/8/19,65.46,56.85,63.96
2005/8/18,63.48,56.21,61.74
2005/8/17,63.41,58.29,63.74
2005/8/16,66.29,58.41,66.09
2005/8/15,66.50,58.05,66.73
2005/8/12,67.12,58.65,67.12
2005/8/11,66.16,58.07,65.67
2005/8/10,65.26,57.32,62.77
2005/8/9,63.43,56.65,62.60
2005/8/8,64.32,56.06,62.71
2005/8/5,62.77,55.30,60.07
2005/8/4,61.84,55.41,60.95
2005/8/3,61.17,55.58,60.24
2005/8/2,62.15,55.43,60.46
2005/8/1,61.93,54.91,61.04
2005/7/29,60.25,55.07,59.82
2005/7/28,60.25,52.92,58.23
2005/7/27,59.37,53.61,58.37
2005/7/26,59.36,53.04,58.45
2005/7/25,56.02,51.71,57.47
2005/7/22,55.89,51.96,56.98
2005/7/21,55.89,50.43,55.57
2005/7/20,57.08,50.96,56.31
2005/7/19,57.62,52.38,57.38
2005/7/18,57.48,53.19,56.96
2005/7/15,58.20,52.86,57.44
2005/7/14,57.83,53.66,56.80
2005/7/13,60.02,55.02,58.25
2005/7/12,60.68,53.24,58.18
2005/7/11,59.03,54.57,56.07
2005/7/8,59.79,55.50,58.98
2005/7/7,60.89,54.88,57.46
2005/7/6,61.44,54.70,58.53
2005/7/5,59.75,53.76,57.72
2005/7/4,58.91,53.32,57.08
2005/7/1,58.91,51.37,56.58
2005/6/30,56.65,51.27,55.38
2005/6/29,57.35,51.89,55.51
2005/6/28,58.18,53.14,57.71
2005/6/27,60.41,53.35,58.52
2005/6/24,59.50,52.99,57.06
2005/6/23,59.08,51.59,57.13
2005/6/22,57.95,52.15,55.95
2005/6/21,59.02,52.54,57.35
2005/6/20,58.58,52.72,57.20
2005/6/17,58.58,52.50,56.18
2005/6/16,55.67,51.24,54.77
2005/6/15,55.67,51.16,54.27
2005/6/14,55.11,50.69,53.47
2005/6/13,55.78,49.20,52.28
2005/6/10,53.70,49.99,51.21
2005/6/9,54.49,49.47,52.44
2005/6/8,52.65,49.02,51.71
2005/6/7,53.82,49.36,53.14
2005/6/6,54.49,49.76,52.55
2005/6/3,55.09,48.83,52.12
2005/6/2,53.74,48.97,51.46
2005/6/1,54.86,46.71,50.89
2005/5/31,52.13,45.70,49.46
2005/5/30,51.85,46.07,49.74
2005/5/27,51.85,45.92,49.74
2005/5/26,51.02,45.67,49.52
2005/5/25,50.80,45.41,48.98
2005/5/24,49.43,45.28,47.31
2005/5/23,48.77,43.74,47.51
2005/5/20,46.96,44.18,48.26
2005/5/19,47.43,43.67,48.12
2005/5/18,47.66,44.35,48.22
2005/5/17,48.87,43.95,47.32
2005/5/16,48.87,43.86,46.95
2005/5/13,48.83,44.39,46.35
2005/5/12,48.65,44.16,46.66
2005/5/11,50.51,45.17,48.97
2005/5/10,52.13,46.24,50.29
2005/5/9,52.14,45.02,49.48
2005/5/6,51.12,45.84,50.24
2005/5/5,51.04,45.71,48.82
2005/5/4,50.29,45.07,50.10
2005/5/3,49.66,44.98,49.86
2005/5/2,50.98,45.80,50.77
2005/4/29,49.68,45.63,50.77
2005/4/28,51.52,45.39,50.27
2005/4/27,51.52,45.88,51.08
2005/4/26,54.11,47.01,51.76
2005/4/25,53.38,48.02,53.14
2005/4/22,54.50,47.81,53.31
2005/4/21,52.31,45.94,51.67
2005/4/20,52.40,45.96,51.23
2005/4/19,52.25,44.31,50.23
2005/4/18,50.23,44.16,49.51
2005/4/15,50.40,45.31,49.60
2005/4/14,51.09,45.13,49.82
2005/4/13,50.33,45.57,50.96
2005/4/12,51.72,47.03,52.64
2005/4/11,53.62,46.79,52.14
2005/4/8,53.23,47.53,51.79
2005/4/7,54.07,49.47,54.11
2005/4/6,55.81,49.71,54.21
2005/4/5,55.90,49.42,54.47
2005/4/4,56.77,49.73,55.57
2005/4/1,57.03,48.46,53.92
2005/3/31,55.13,45.61,52.93
2005/3/30,53.72,45.87,50.57
2005/3/29,53.94,45.89,51.31
2005/3/28,53.86,46.54,52.39
2005/3/25,54.85,46.50,52.39
2005/3/24,54.85,46.93,52.39
2005/3/23,56.04,47.16,52.66
2005/3/22,55.69,47.59,55.73
2005/3/21,56.27,47.09,55.52
2005/3/18,56.38,47.52,55.71
2005/3/17,56.11,47.78,55.51
2005/3/16,56.17,46.24,54.93
2005/3/15,54.82,45.99,53.52
2005/3/14,54.75,45.61,53.27
2005/3/11,54.23,44.48,53.02
2005/3/10,53.35,45.10,53.44
2005/3/9,54.60,45.68,53.88
2005/3/8,54.37,44.31,53.07
2005/3/7,53.59,43.54,51.74
2005/3/4,53.59,43.70,52.26
2005/3/3,53.38,43.94,53.11
2005/3/2,52.86,42.88,50.66
2005/3/1,51.34,42.21,49.95
2005/2/28,51.46,42.70,49.97
2005/2/25,50.50,42.40,49.36
2005/2/24,50.33,42.40,49.04
2005/2/23,50.21,42.03,47.79
2005/2/22,50.81,41.20,47.30
2005/2/21,48.01,40.77,46.18
2005/2/18,48.01,40.30,45.77
2005/2/17,47.25,39.99,46.02
2005/2/16,48.04,39.06,44.86
2005/2/15,46.99,39.23,44.70
2005/2/14,47.16,38.66,44.03
2005/2/11,46.89,39.25,44.37
2005/2/10,46.86,37.67,43.40
2005/2/9,45.17,37.67,43.40
2005/2/8,45.06,37.67,42.71
2005/2/7,44.94,38.50,42.71
2005/2/4,46.14,38.41,43.65
2005/2/3,46.06,37.52,43.04
2005/2/2,46.28,38.76,44.12
2005/2/1,46.68,39.21,45.08
2005/1/31,47.81,38.47,44.34
2005/1/28,46.74,39.86,45.01
2005/1/27,48.30,41.16,46.79
2005/1/26,48.34,40.62,46.26
2005/1/25,49.00,40.17,46.11
2005/1/24,48.62,40.25,45.68
2005/1/21,47.79,38.63,45.78
2005/1/20,46.42,38.39,43.97
2005/1/19,47.01,39.62,45.08
2005/1/18,47.89,38.77,44.89
2005/1/17,48.04,39.12,45.37
2005/1/14,48.04,38.67,45.69
2005/1/13,47.75,37.89,45.15
2005/1/12,46.09,37.42,42.79
2005/1/11,45.44,37.09,43.19
2005/1/10,45.09,37.59,44.66
2005/1/7,45.19,36.47,43.57
2005/1/6,45.32,34.63,43.10
2005/1/5,43.10,35.52,41.06
2005/1/4,43.61,34.09,40.00
2005/1/3,41.83,35.17,39.93
2004/12/31,43.16,35.04,39.93
2004/12/30,43.16,34.56,39.93
2004/12/29,43.35,34.42,38.99
2004/12/28,41.48,33.63,40.06
2004/12/27,41.03,34.88,40.06
2004/12/24,43.69,35.37,40.06
2004/12/23,43.69,34.89,40.59
2004/12/22,43.75,36.20,41.17
2004/12/21,45.26,36.70,42.84
2004/12/20,45.35,36.43,42.73
2004/12/17,46.04,35.46,43.05
2004/12/16,43.99,35.81,40.70
2004/12/15,44.05,35.31,40.75
2004/12/14,41.77,34.30,37.28
2004/12/13,40.96,33.11,36.89
2004/12/10,40.57,33.96,38.10
2004/12/9,42.34,33.67,38.39
2004/12/8,41.70,32.33,37.55
2004/12/7,41.17,34.22,37.44
2004/12/6,42.68,34.07,38.64
2004/12/3,42.22,32.19,38.10
2004/12/2,42.96,32.87,38.28
2004/12/1,45.21,35.96,41.50
2004/11/30,48.86,36.10,44.07
2004/11/29,49.47,35.74,43.60
2004/11/26,49.27,35.88,42.60
2004/11/25,49.27,36.33,43.02
2004/11/24,49.27,35.06,42.45
2004/11/23,48.65,34.70,43.08
2004/11/22,48.35,34.94,42.69
2004/11/19,48.15,34.57,42.48
2004/11/18,45.93,34.13,40.58
2004/11/17,46.55,33.49,41.64
2004/11/16,45.82,33.15,41.06
2004/11/15,46.88,33.15,40.70
2004/11/12,47.03,33.89,41.26
2004/11/11,47.17,35.94,41.82
2004/11/10,48.62,35.36,42.19
2004/11/9,47.05,36.27,41.94
2004/11/8,48.81,36.61,44.69
2004/11/5,49.32,36.06,45.33
2004/11/4,48.53,37.56,45.02
2004/11/3,50.56,38.83,46.64
2004/11/2,49.38,37.15,45.68
2004/11/1,49.89,37.10,46.88
2004/10/29,51.72,38.62,48.80
2004/10/28,50.68,39.51,48.58
2004/10/27,52.24,39.85,49.80
2004/10/26,55.03,38.87,52.06
2004/10/25,55.40,39.26,51.51
2004/10/22,55.17,39.54,51.99
2004/10/21,54.27,39.69,50.98
2004/10/20,54.67,38.94,50.88
2004/10/19,53.07,38.80,49.26
2004/10/18,53.52,37.31,50.39
2004/10/15,54.74,37.76,51.17
2004/10/14,54.54,38.74,51.57
2004/10/13,53.64,37.86,51.03
2004/10/12,52.49,39.29,50.29
2004/10/11,53.62,39.33,51.02
2004/10/8,53.32,38.90,49.69
2004/10/7,52.68,38.90,48.62
2004/10/6,52.03,38.35,47.36
2004/10/5,51.09,38.36,47.54
2004/10/4,49.88,38.26,46.76
2004/10/1,50.13,38.22,47.31
2004/9/30,49.54,38.89,47.15
2004/9/29,49.51,38.37,47.02
2004/9/28,49.81,38.51,47.52
2004/9/27,49.64,37.11,46.83
2004/9/24,48.88,36.72,46.44
2004/9/23,48.46,37.06,46.19
2004/9/22,48.35,36.66,45.82
2004/9/21,47.07,36.61,44.35
2004/9/20,46.23,35.53,44.00
2004/9/17,45.40,35.49,43.36
2004/9/16,43.67,34.63,41.19
2004/9/15,43.39,35.07,40.93
2004/9/14,44.25,35.61,41.63
