日期,西德州(美元/桶),杜拜(美元/桶),布蘭特(美元/桶)
2004/9/13,43.68,35.35,41.18
2004/9/10,42.55,35.88,40.20
2004/9/9,44.34,36.81,42.29
2004/9/8,42.48,35.82,40.35
2004/9/7,42.97,35.49,40.70
2004/9/6,43.65,35.36,40.51
2004/9/3,43.65,36.37,41.21
2004/9/2,43.71,37.41,41.59
2004/9/1,43.64,37.05,41.35
2004/8/31,41.76,35.61,39.57
2004/8/30,42.11,36.62,40.80
2004/8/27,42.80,36.77,40.80
2004/8/26,42.75,36.30,40.90
2004/8/25,43.25,37.91,41.34
2004/8/24,45.34,38.91,42.84
2004/8/23,46.05,39.55,43.49
2004/8/20,47.49,41.01,44.12
2004/8/19,48.33,39.81,45.36
2004/8/18,46.90,39.51,44.18
2004/8/17,46.41,38.45,44.57
2004/8/16,45.84,39.43,45.16
2004/8/13,46.43,38.95,44.99
2004/8/12,45.34,38.29,44.16
2004/8/11,44.69,37.84,43.25
2004/8/10,44.46,37.89,43.34
2004/8/9,44.77,36.85,43.42
2004/8/6,43.86,36.85,43.07
2004/8/5,44.32,36.39,43.52
2004/8/4,42.38,36.99,41.97
2004/8/3,44.06,36.59,42.85
2004/8/2,43.74,36.09,41.83
2004/7/30,43.73,36.21,41.88
2004/7/29,42.68,35.49,41.00
2004/7/28,42.80,35.53,41.12
2004/7/27,41.74,35.04,39.99
2004/7/26,41.29,34.96,39.42
2004/7/23,41.23,34.78,39.63
2004/7/22,41.16,34.10,39.42
2004/7/21,40.56,34.01,38.56
2004/7/20,40.59,34.42,38.30
2004/7/19,41.47,34.83,38.91
2004/7/16,40.85,34.66,38.84
2004/7/15,40.62,34.78,38.11
2004/7/14,40.86,33.72,38.33
2004/7/13,39.35,33.48,36.56
2004/7/12,39.48,33.88,36.87
2004/7/9,39.93,34.24,37.67
2004/7/8,40.27,34.22,37.99
2004/7/7,38.98,33.90,36.35
2004/7/6,39.61,34.45,36.21
2004/7/5,38.31,33.91,35.65
2004/7/2,38.31,33.60,35.21
2004/7/1,38.65,33.23,35.36
2004/6/30,36.95,31.08,33.79
2004/6/29,35.55,31.33,32.45
2004/6/28,36.08,31.15,33.28
2004/6/25,37.35,32.24,34.59
2004/6/24,37.75,32.81,34.89
2004/6/23,37.73,33.04,34.59
2004/6/22,38.15,32.60,35.15
2004/6/21,37.63,33.60,35.13
2004/6/18,38.74,33.47,35.75
2004/6/17,38.44,32.75,35.77
2004/6/16,37.28,32.54,34.77
2004/6/15,37.00,33.41,34.58
2004/6/14,37.39,33.08,35.33
2004/6/11,38.24,33.17,35.65
2004/6/10,38.24,32.87,35.81
2004/6/9,37.34,32.45,35.19
2004/6/8,37.07,33.82,35.10
2004/6/7,38.47,32.72,35.94
2004/6/4,38.27,33.39,35.80
2004/6/3,39.07,34.47,36.68
2004/6/2,39.73,35.67,37.24
2004/6/1,42.11,35.67,39.50
2004/5/31,39.68,33.84,36.79
2004/5/28,39.68,33.94,37.07
2004/5/27,39.23,33.75,36.83
2004/5/26,40.45,34.58,37.73
2004/5/25,41.08,34.40,38.28
2004/5/24,41.77,34.15,38.99
2004/5/21,39.83,33.91,37.43
2004/5/20,40.75,35.03,38.38
2004/5/19,41.32,34.90,39.02
2004/5/18,40.34,34.28,38.07
2004/5/17,41.39,34.71,39.13
2004/5/14,41.22,35.79,39.10
2004/5/13,40.88,35.00,38.23
2004/5/12,40.58,34.42,38.49
2004/5/11,39.90,34.41,37.91
2004/5/10,38.75,32.90,36.53
2004/5/7,39.72,34.20,37.34
2004/5/6,39.15,34.06,36.59
2004/5/5,39.35,33.10,36.12
2004/5/4,38.75,32.63,35.93
2004/5/3,38.00,32.11,35.17
2004/4/30,37.13,32.40,34.89
2004/4/29,37.08,31.77,34.55
2004/4/28,37.20,31.83,34.40
2004/4/27,37.29,31.73,34.37
2004/4/26,36.73,31.24,33.80
2004/4/23,36.90,31.26,33.31
2004/4/22,37.19,30.62,33.56
2004/4/21,36.25,30.48,32.63
2004/4/20,37.25,30.88,33.28
2004/4/19,37.05,31.64,33.51
2004/4/16,37.40,31.77,33.92
2004/4/15,37.25,30.88,34.17
2004/4/14,36.38,30.79,33.65
2004/4/13,36.99,31.31,33.55
2004/4/12,37.62,31.19,34.15
2004/4/8,36.90,30.87,34.15
2004/4/7,35.98,29.19,33.11
2004/4/6,34.80,28.64,31.96
2004/4/5,34.23,28.69,31.33
2004/4/2,34.23,28.14,30.87
2004/4/1,34.10,29.59,32.31
2004/3/31,35.59,30.36,32.27
2004/3/30,36.07,29.75,33.32
2004/3/29,35.28,29.41,32.74
2004/3/26,35.50,29.63,32.99
2004/3/25,35.40,29.80,33.03
2004/3/24,37.43,30.98,34.21
2004/3/23,37.43,30.38,34.67
2004/3/22,36.85,30.37,34.14
2004/3/19,37.80,30.52,34.67
2004/3/18,37.65,30.54,35.39
2004/3/17,37.95,30.48,35.61
2004/3/16,37.25,30.02,34.75
2004/3/15,36.70,30.05,34.32
2004/3/12,35.98,30.23,33.05
2004/3/11,36.58,29.78,33.59
2004/3/10,35.95,29.46,32.93
2004/3/9,36.10,30.07,33.18
2004/3/8,36.35,30.61,33.80
2004/3/5,37.13,30.61,34.36
2004/3/4,36.50,29.79,33.90
2004/3/3,35.58,30.01,32.24
2004/3/2,36.53,30.33,34.21
2004/3/1,36.10,29.87,34.36
2004/2/27,35.93,29.18,33.18
2004/2/26,36.85,29.14,32.39
2004/2/25,36.63,28.58,33.03
2004/2/24,35.35,28.97,31.43
2004/2/23,35.00,28.39,31.40
2004/2/20,34.83,28.86,31.21
2004/2/19,35.18,28.91,31.30
2004/2/18,34.60,29.15,31.54
2004/2/17,34.48,28.48,30.99
2004/2/16,33.80,28.45,31.07
2004/2/13,33.80,28.18,30.80
2004/2/12,33.13,27.70,30.18
2004/2/11,33.03,27.96,30.23
2004/2/10,33.03,27.32,30.35
2004/2/9,32.13,26.97,29.36
2004/2/6,31.68,27.22,29.02
2004/2/5,32.33,26.90,29.71
2004/2/4,32.23,27.75,29.13
2004/2/3,33.28,27.87,29.50
2004/2/2,34.28,27.06,30.43
2004/1/30,32.38,27.56,29.57
2004/1/29,32.08,27.61,29.39
2004/1/28,33.15,28.23,30.39
2004/1/27,34.00,28.56,30.61
2004/1/26,34.13,28.49,31.58
2004/1/23,34.63,28.85,32.09
2004/1/22,33.93,28.85,32.24
2004/1/21,34.53,28.85,32.04
2004/1/20,35.93,28.85,32.41
2004/1/19,34.85,28.45,31.64
2004/1/16,34.85,27.71,31.68
2004/1/15,33.33,28.82,30.57
2004/1/14,34.23,28.81,32.10
2004/1/13,34.88,29.56,32.59
2004/1/12,34.57,28.70,32.63
2004/1/9,34.20,29.47,32.09
2004/1/8,33.81,28.82,31.75
2004/1/7,33.47,28.72,31.13
2004/1/6,33.48,29.28,31.12
2004/1/5,33.50,28.22,31.05
2004/1/2,32.25,27.66,30.04
2003/12/31,32.25,27.82,30.30
2003/12/30,32.50,27.78,29.94
2003/12/29,32.14,27.53,29.48
2003/12/24,32.58,27.23,29.78
2003/12/23,31.53,27.03,29.63
2003/12/22,31.83,27.86,29.49
2003/12/19,32.83,28.69,30.55
2003/12/18,33.50,28.88,31.00
2003/12/17,33.05,28.27,30.80
2003/12/16,32.60,28.44,30.59
2003/12/15,32.90,28.20,30.69
2003/12/12,32.85,27.68,30.74
2003/12/11,31.68,27.73,30.12
2003/12/10,31.70,28.03,30.30
2003/12/9,31.55,27.83,30.36
2003/12/8,31.33,27.88,30.53
2003/12/5,30.48,27.16,28.82
2003/12/4,31.08,27.45,29.47
2003/12/3,30.88,26.94,29.38
2003/12/2,30.53,26.75,29.15
2003/12/1,29.70,26.09,28.48
2003/11/28,30.05,26.79,29.01
2003/11/27,31.05,26.27,28.83
2003/11/26,30.05,26.36,28.54
2003/11/25,29.30,26.27,28.01
2003/11/24,29.55,26.96,28.07
2003/11/21,31.65,27.71,29.39
2003/11/20,32.51,27.89,29.66
2003/11/19,32.59,27.93,29.94
2003/11/18,31.64,26.78,30.58
2003/11/17,31.40,27.35,29.29
2003/11/14,32.00,27.27,29.69
2003/11/13,31.58,27.50,29.34
2003/11/12,31.00,27.11,29.31
2003/11/11,30.85,26.83,29.10
2003/11/10,30.58,27.27,29.14
2003/11/7,30.60,26.90,28.46
2003/11/6,30.00,26.47,28.39
2003/11/5,30.07,25.59,28.57
2003/11/4,28.43,25.50,27.46
2003/11/3,28.67,25.88,27.74
2003/10/31,28.90,25.64,27.92
2003/10/30,28.70,25.63,27.65
2003/10/29,29.15,26.08,28.21
2003/10/28,29.59,27.06,28.86
2003/10/27,30.12,26.28,29.65
2003/10/24,30.30,26.93,29.48
2003/10/23,30.35,26.13,29.40
2003/10/22,29.91,26.38,29.11
2003/10/21,30.36,26.29,29.46
2003/10/20,30.52,27.51,29.43
2003/10/17,30.84,27.51,29.10
2003/10/16,31.44,28.62,31.20
2003/10/15,31.94,27.61,31.99
2003/10/14,32.03,27.99,31.63
2003/10/13,32.05,28.13,31.61
2003/10/9,32.05,27.52,31.83
2003/10/8,29.73,26.52,29.26
2003/10/7,30.30,26.58,29.63
2003/10/6,30.30,26.72,29.50
2003/10/3,30.27,25.91,29.29
2003/10/2,29.67,26.21,28.86
2003/10/1,29.23,25.69,28.44
2003/9/30,29.00,25.20,28.26
2003/9/29,28.30,24.99,27.27
2003/9/26,27.95,24.74,27.04
2003/9/25,27.90,25.06,27.07
2003/9/24,27.85,23.78,26.88
2003/9/23,26.69,23.99,25.67
2003/9/22,26.70,23.66,25.55
2003/9/19,26.80,24.05,25.49
2003/9/18,26.88,23.99,26.70
2003/9/17,26.73,24.43,25.73
2003/9/16,27.28,24.77,26.28
2003/9/15,27.85,24.60,27.00
2003/9/12,28.03,25.25,27.05
2003/9/10,28.58,25.76,27.25
2003/9/9,28.94,25.33,27.57
2003/9/8,28.63,25.41,27.50
2003/9/5,28.67,25.56,27.55
2003/9/4,28.69,25.94,27.61
2003/9/3,29.20,25.98,27.95
2003/9/2,29.11,26.66,27.84
2003/9/1,31.26,27.24,29.62
2003/8/29,31.46,27.42,30.01
2003/8/28,31.23,27.21,29.97
2003/8/27,30.93,26.80,29.72
2003/8/26,31.68,27.30,30.26
2003/8/25,31.18,27.56,30.14
2003/8/22,31.28,27.61,30.12
2003/8/21,31.39,26.29,30.01
2003/8/20,30.59,26.29,29.05
2003/8/19,30.34,26.67,28.92
2003/8/18,30.70,27.06,29.07
2003/8/15,30.70,27.06,29.28
2003/8/14,30.72,26.85,29.21
2003/8/13,30.39,27.72,29.56
2003/8/12,31.54,27.18,30.40
2003/8/11,31.65,27.55,30.46
2003/8/8,31.79,27.98,30.27
2003/8/7,31.99,27.56,30.92
2003/8/6,31.36,27.48,29.75
2003/8/5,31.85,27.75,30.22
2003/8/4,31.46,27.40,29.88
2003/8/1,31.96,26.39,30.21
2003/7/31,30.15,26.66,28.67
2003/7/30,30.70,26.62,28.29
2003/7/29,30.20,26.57,28.38
2003/7/28,29.75,25.88,28.05
2003/7/25,30.15,25.97,28.32
2003/7/24,30.62,26.50,28.09
2003/7/23,30.12,26.27,27.83
2003/7/22,29.80,26.28,27.63
2003/7/21,31.60,26.56,29.21
2003/7/18,31.60,26.24,29.19
2003/7/17,31.01,27.16,28.63
2003/7/16,31.61,27.30,28.60
2003/7/15,31.20,27.36,28.72
2003/7/14,31.00,26.73,28.88
2003/7/11,31.00,26.90,29.05
2003/7/10,30.80,26.70,28.60
2003/7/9,30.60,26.36,28.59
2003/7/8,29.95,25.56,27.97
2003/7/7,29.90,25.67,27.81
2003/7/3,30.10,26.53,28.24
2003/7/2,30.33,26.40,27.86
2003/7/1,30.15,26.04,28.38
2003/6/30,29.90,25.79,28.45
2003/6/27,29.03,25.22,27.25
2003/6/26,28.78,25.76,26.70
2003/6/25,31.05,25.08,27.64
2003/6/24,29.88,24.95,26.63
2003/6/23,29.90,25.31,26.97
2003/6/20,30.44,24.18,27.37
2003/6/19,29.59,24.30,26.43
2003/6/18,29.99,24.35,26.55
2003/6/17,30.59,24.61,26.97
2003/6/16,30.80,24.33,27.21
2003/6/13,30.27,24.64,28.63
2003/6/12,32.27,25.92,28.95
2003/6/11,32.03,25.59,28.47
2003/6/10,31.36,25.67,28.55
2003/6/9,30.90,25.35,28.56
2003/6/6,30.90,25.35,28.56
2003/6/5,30.74,24.85,28.03
2003/6/4,30.01,25.33,27.62
2003/6/3,30.35,25.18,28.09
2003/6/2,30.42,24.57,27.87
2003/5/30,29.28,24.36,26.63
2003/5/29,28.85,24.47,26.32
2003/5/28,28.60,24.04,26.06
2003/5/27,29.35,24.13,26.88
2003/5/26,29.58,24.37,26.78
2003/5/23,29.58,24.61,26.78
2003/5/22,29.46,24.62,27.33
2003/5/21,29.19,24.86,27.35
2003/5/20,29.27,23.74,26.80
2003/5/19,28.57,24.54,27.27
2003/5/16,28.30,24.73,26.38
2003/5/15,28.35,25.26,26.36
2003/5/14,28.80,24.83,26.80
2003/5/13,28.15,24.23,25.88
2003/5/12,27.05,24.78,25.04
2003/5/9,27.40,24.31,24.90
2003/5/8,26.67,23.87,24.75
2003/5/7,25.92,22.74,23.85
2003/5/6,25.44,22.91,23.69
2003/5/5,26.19,22.63,23.39
2003/5/2,25.40,23.36,23.12
2003/5/1,25.60,22.86,23.46
2003/4/30,25.60,22.86,23.46
2003/4/29,25.63,23.01,23.69
2003/4/28,25.42,22.98,23.05
2003/4/25,26.03,23.06,24.29
2003/4/24,26.60,23.40,23.76
2003/4/23,27.58,23.81,24.44
2003/4/22,30.63,24.44,25.84
2003/4/21,30.63,24.44,25.84
2003/4/18,30.27,24.29,25.40
2003/4/17,30.27,24.29,25.40
2003/4/16,28.88,23.71,24.98
2003/4/15,28.98,23.56,24.86
2003/4/14,28.38,23.15,24.91
2003/4/11,27.90,22.90,24.26
2003/4/10,27.25,23.40,24.95
2003/4/9,28.70,23.21,25.35
2003/4/8,27.85,23.18,25.11
2003/4/7,27.80,22.20,24.78
2003/4/4,28.53,22.91,25.44
2003/4/3,29.05,23.83,26.08
2003/4/2,28.53,24.01,25.37
2003/4/1,29.88,25.28,27.24
2003/3/31,31.14,25.81,28.09
2003/3/28,30.34,25.34,27.81
2003/3/27,30.48,24.71,27.31
2003/3/26,28.75,24.01,25.93
2003/3/25,30.40,24.98,26.78
2003/3/24,29.30,24.24,26.31
2003/3/21,27.63,24.53,27.53
2003/3/20,28.75,25.21,27.53
2003/3/19,30.00,25.23,28.32
2003/3/18,31.80,25.51,28.19
2003/3/17,34.91,28.21,30.25
2003/3/14,35.20,27.56,31.37
2003/3/13,35.85,30.18,33.57
2003/3/12,37.65,29.94,34.01
2003/3/11,36.50,31.11,33.82
2003/3/10,37.00,31.21,34.89
2003/3/7,37.50,30.81,35.04
2003/3/6,36.75,31.10,34.67
2003/3/5,36.40,30.76,33.99
2003/3/4,36.60,31.03,34.08
2003/3/3,34.23,29.31,33.32
2003/2/28,36.30,29.97,34.00
2003/2/27,36.90,30.02,33.88
2003/2/26,37.40,29.27,33.73
2003/2/25,36.20,30.05,33.39
2003/2/24,37.80,29.22,33.39
2003/2/21,36.68,28.49,32.77
2003/2/20,36.50,29.46,32.24
2003/2/19,36.85,29.59,33.39
2003/2/18,36.50,29.14,32.08
2003/2/17,36.50,29.14,32.08
2003/2/14,36.50,30.09,33.45
2003/2/13,36.05,30.47,33.04
2003/2/12,35.38,30.13,32.55
2003/2/11,35.43,29.90,32.53
2003/2/10,34.15,29.66,32.07
2003/2/7,34.80,29.59,32.03
2003/2/6,33.90,29.68,31.61
2003/2/5,33.65,29.63,31.14
2003/2/4,33.27,28.63,31.18
2003/2/3,32.45,29.41,31.10
2003/1/31,33.53,29.41,32.52
2003/1/30,33.85,29.27,32.38
2003/1/29,33.63,28.53,32.00
2003/1/28,32.68,28.46,31.53
2003/1/27,32.28,28.43,31.48
2003/1/24,35.03,27.91,31.74
2003/1/23,33.85,28.38,31.48
2003/1/22,34.45,28.54,32.05
2003/1/21,34.25,28.13,31.78
2003/1/20,33.65,28.46,32.36
2003/1/17,33.65,27.11,31.82
2003/1/16,33.55,28.44,34.36
2003/1/15,33.20,27.91,31.96
2003/1/14,32.38,28.70,31.69
2003/1/13,32.25,27.53,30.45
2003/1/10,32.08,26.98,30.89
2003/1/9,32.00,26.88,30.04
2003/1/8,30.60,26.14,28.93
2003/1/7,31.30,26.71,29.72
2003/1/6,32.35,28.62,30.47
2003/1/3,31.88,27.47,31.01
2003/1/2,31.88,27.47,31.01
2002/12/31,31.21,27.18,30.21
2002/12/30,31.34,28.35,31.71
2002/12/27,32.65,27.76,31.71
2002/12/26,32.40,27.71,31.83
2002/12/24,32.00,28.08,31.36
2002/12/23,31.80,27.20,31.43
2002/12/20,30.25,26.41,30.18
2002/12/19,30.48,26.58,29.96
2002/12/18,30.38,26.93,29.73
2002/12/17,30.05,26.15,29.00
2002/12/16,30.08,26.42,29.53
2002/12/13,28.50,25.26,27.40
2002/12/12,27.85,24.82,27.03
2002/12/11,27.25,24.96,26.85
2002/12/10,27.55,24.61,26.90
2002/12/9,26.98,24.41,26.21
2002/12/6,26.70,24.13,26.26
2002/12/5,27.05,24.35,26.09
2002/12/4,26.50,23.99,25.46
2002/12/3,27.05,24.84,25.88
2002/12/2,27.00,24.45,25.65
2002/11/29,26.60,23.95,25.10
2002/11/28,26.60,24.15,25.04
2002/11/27,26.60,24.23,25.13
2002/11/26,26.13,23.87,24.71
2002/11/25,26.70,23.65,24.43
2002/11/22,26.30,23.71,25.12
2002/11/21,26.55,23.66,24.57
2002/11/20,26.60,23.08,24.38
2002/11/19,26.05,23.21,23.82
2002/11/18,26.35,23.19,24.00
2002/11/15,25.15,22.40,23.22
2002/11/14,24.95,22.14,22.92
2002/11/13,24.85,21.76,22.68
2002/11/12,25.55,22.59,23.78
2002/11/11,25.62,22.65,23.62
2002/11/8,25.15,22.31,23.51
2002/11/7,25.15,22.31,23.51
2002/11/6,25.53,22.49,23.72
2002/11/5,25.85,22.89,24.14
2002/11/4,26.70,23.84,25.04
2002/11/1,26.85,24.29,25.67
2002/10/31,26.97,24.34,25.67
2002/10/30,26.57,24.31,25.56
2002/10/29,26.65,24.52,25.85
2002/10/28,27.00,24.26,25.84
2002/10/25,26.70,25.04,26.12
2002/10/24,27.75,25.66,26.86
2002/10/23,27.95,25.67,26.87
2002/10/22,27.80,25.33,26.71
2002/10/21,28.20,25.73,27.18
2002/10/18,29.45,26.93,28.40
2002/10/17,29.30,27.09,28.61
2002/10/16,29.45,26.80,28.82
2002/10/15,29.70,27.05,28.78
2002/10/14,30.00,27.31,28.71
2002/10/11,29.38,26.84,28.31
2002/10/10,28.95,26.51,26.51
2002/10/9,29.35,27.05,28.38
2002/10/8,29.40,26.96,28.40
2002/10/7,29.50,27.43,28.58
2002/10/4,29.50,27.23,28.48
2002/10/3,29.65,27.28,28.42
2002/10/2,30.34,27.47,28.89
2002/10/1,30.68,27.51,29.05
2002/9/30,30.30,27.30,28.85
2002/9/27,30.35,27.21,29.04
2002/9/26,30.25,27.15,28.98
2002/9/25,30.28,27.37,29.31
2002/9/24,30.70,27.30,29.08
2002/9/23,30.55,27.73,29.39
2002/9/20,29.50,26.71,28.34
2002/9/19,29.43,26.86,28.33
2002/9/18,29.30,26.88,28.24
2002/9/17,28.90,26.63,27.91
2002/9/16,29.65,26.91,28.72
2002/9/13,29.65,26.96,28.67
2002/9/12,28.68,26.45,27.78
2002/9/11,29.60,27.05,28.51
2002/9/10,29.50,26.86,28.43
2002/9/9,29.50,27.58,28.49
2002/9/6,29.44,27.81,28.31
2002/9/5,28.79,26.68,27.69
2002/9/4,28.05,26.45,27.13
2002/9/3,27.50,25.50,26.72
2002/9/2,28.70,26.48,27.41
2002/8/30,28.70,26.48,27.48
2002/8/29,28.65,26.53,27.36
2002/8/28,28.05,25.91,26.91
2002/8/27,28.58,26.05,27.23
2002/8/26,29.00,25.83,27.80
2002/8/23,29.50,25.89,27.34
2002/8/22,29.78,26.61,27.91
2002/8/21,30.09,25.96,27.91
2002/8/20,29.85,25.76,27.33
2002/8/19,29.60,26.22,27.69
2002/8/16,27.41,25.89,27.00
2002/8/15,29.10,25.21,26.90
2002/8/14,28.15,25.06,26.81
2002/8/13,27.65,25.35,26.44
2002/8/12,27.60,24.98,26.27
2002/8/9,26.65,24.45,25.65
2002/8/8,26.32,24.88,25.24
2002/8/7,26.32,24.88,25.24
2002/8/6,26.97,24.52,25.82
2002/8/5,26.35,24.87,25.80
2002/8/2,26.60,24.58,25.31
2002/8/1,26.25,24.52,25.47
2002/7/31,26.80,24.97,25.90
2002/7/30,27.15,24.30,25.68
2002/7/29,26.35,24.35,25.25
2002/7/25,26.72,24.54,25.44
2002/7/24,26.69,24.52,25.50
2002/7/23,26.60,24.46,25.61
2002/7/22,27.83,25.36,26.64
2002/7/19,27.57,25.12,26.49
2002/7/18,27.88,25.28,26.55
2002/7/16,26.73,22.38,26.11
2002/7/12,26.83,26.83,26.02
2002/7/11,26.83,24.61,26.02
2002/7/10,26.77,24.68,25.99
2002/7/9,26.09,23.96,25.18
2002/7/8,26.07,23.85,25.09
2002/7/3,26.80,24.42,25.86
2002/7/2,26.77,24.38,25.76
2002/7/1,26.73,24.31,25.50
2002/6/28,26.86,24.56,25.44
2002/6/27,26.86,24.58,25.31
2002/6/26,26.76,24.37,25.00
2002/6/25,26.07,24.34,25.12
2002/6/24,26.19,24.35,25.16
2002/6/21,25.52,23.83,24.50
2002/6/20,25.60,24.15,24.78
2002/6/19,25.31,23.65,24.25
2002/6/18,25.43,23.81,24.44
2002/6/17,26.09,23.28,24.79
2002/6/14,25.94,24.14,24.29
2002/6/13,25.65,23.84,23.47
2002/6/12,24.64,23.03,22.85
2002/6/11,24.12,22.75,22.61
2002/6/10,24.29,23.11,22.92
2002/6/7,24.75,23.56,23.10
2002/6/6,24.79,23.74,23.32
2002/6/5,24.89,23.81,23.20
2002/5/31,25.31,23.73,23.89
2002/5/30,24.67,23.15,23.50
2002/5/29,25.76,24.12,24.63
2002/5/28,25.27,23.84,24.22
2002/5/24,26.78,24.19,24.14
2002/5/23,26.59,24.31,24.13
2002/5/22,26.82,24.42,24.28
2002/5/21,27.33,24.45,24.69
2002/5/20,28.37,25.20,25.82
2002/5/19,28.22,25.14,25.85
2002/5/16,27.98,25.20,25.91
2002/5/15,28.18,25.85,25.91
2002/5/14,29.42,26.04,27.17
2002/5/13,28.40,25.16,26.49
2002/5/10,27.99,25.31,26.55
2002/5/9,27.68,24.84,26.29
2002/5/8,27.85,25.02,26.48
2002/5/7,26.63,24.32,25.92
2002/4/29,27.57,25.41,27.22
2002/4/26,27.11,24.97,26.64
2002/4/25,26.58,24.44,26.33
2002/4/24,26.25,24.42,26.35
2002/4/23,26.57,24.76,26.31
2002/4/22,26.27,24.27,25.99
2002/4/19,26.38,24.55,25.80
2002/4/18,26.18,24.47,25.72
2002/4/17,25.94,24.25,24.98
2002/4/16,24.75,23.46,23.95
2002/4/15,24.57,23.00,23.34
2002/4/12,23.47,22.04,23.01
2002/4/11,24.99,24.30,23.76
2002/4/10,26.13,24.37,24.89
2002/4/9,25.82,24.17,25.19
2002/4/8,26.21,23.99,25.33
2002/4/5,26.21,23.99,25.33
2002/4/4,26.58,25.19,26.70
2002/4/3,27.56,25.46,26.71
2002/4/2,27.71,25.92,27.26
2002/4/1,26.88,23.84,25.60
2002/3/27,25.87,23.82,25.09
2002/3/26,25.36,23.69,24.96
2002/3/25,24.31,23.61,24.77
2002/3/22,24.90,23.84,24.99
2002/3/21,25.44,24.08,24.95
2002/3/20,24.90,23.30,24.29
2002/3/19,24.88,23.23,24.35
2002/3/18,25.11,23.55,24.46
2002/3/15,24.51,23.19,23.84
2002/3/14,24.56,23.29,23.53
2002/3/13,24.16,22.70,23.38
2002/3/12,24.20,22.73,23.19
2002/3/11,23.33,22.84,24.31
2002/3/8,23.84,22.28,22.74
2002/3/7,23.71,22.23,22.76
2002/3/6,23.15,21.51,22.18
2002/3/5,23.17,21.56,22.31
2002/3/4,22.45,20.58,21.52
2002/3/1,22.40,20.70,21.57
2002/2/28,21.74,20.11,21.07
2002/2/27,21.74,20.11,21.07
2002/2/26,21.41,19.52,20.59
2002/2/25,20.25,18.62,19.61
2002/2/22,20.87,19.01,20.00
2002/2/21,20.76,18.94,19.90
2002/2/20,20.29,18.47,19.39
2002/2/19,20.88,18.96,20.21
2002/2/18,21.50,18.81,20.23
2002/2/15,21.50,19.09,20.76
2002/2/11,21.41,19.85,21.87
2002/2/8,20.26,18.56,20.09
2002/2/7,19.64,18.06,19.59
2002/2/6,19.78,18.13,19.72
2002/2/5,20.07,18.34,19.87
2002/2/4,20.07,18.50,20.14
2002/2/1,20.38,18.88,20.26
2002/1/31,19.48,18.18,19.41
2002/1/30,19.08,17.79,19.04
2002/1/29,19.58,18.08,19.49
2002/1/28,20.05,18.47,19.85
2002/1/25,19.72,18.18,19.51
2002/1/24,19.40,17.97,19.17
2002/1/23,19.20,18.11,19.13
2002/1/22,18.34,17.67,18.59
2002/1/18,18.00,17.37,18.13
2002/1/17,17.97,17.39,17.94
2002/1/16,18.86,18.03,18.66
2002/1/15,18.90,17.96,18.64
2002/1/14,18.89,17.73,18.68
2002/1/11,19.68,18.54,19.74
2002/1/10,20.38,18.87,20.12
2002/1/9,20.18,18.45,19.70
2002/1/8,21.25,19.32,21.01
2002/1/7,21.48,19.48,21.42
2002/1/4,21.62,19.81,21.58
2002/1/3,20.37,18.58,20.06
2001/12/28,20.44,18.68,19.70
2001/12/24,19.27,18.05,18.44
2001/12/21,19.27,17.92,18.71
2001/12/20,18.50,17.63,18.50
2001/12/19,19.20,18.03,18.84
2001/12/18,19.36,17.56,18.50
2001/12/17,19.22,17.52,18.39
2001/12/14,19.23,17.64,18.60
2001/12/13,18.12,16.55,17.44
2001/12/12,18.36,17.00,17.88
2001/12/11,18.08,16.68,17.61
2001/12/10,18.37,16.88,17.72
2001/12/7,19.04,17.67,18.63
2001/12/6,18.54,16.80,18.05
2001/12/5,19.49,17.76,18.94
2001/12/4,19.65,17.73,19.01
2001/12/3,20.09,17.93,19.44
2001/11/30,19.44,17.88,19.29
2001/11/29,18.62,17.05,18.56
2001/11/28,19.22,16.95,18.86
2001/11/27,19.48,17.30,19.22
2001/11/26,18.69,16.56,18.57
2001/11/23,17.96,17.32,19.48
2001/11/22,17.96,17.80,20.10
2001/11/21,18.48,16.80,17.96
2001/11/20,18.55,17.19,18.65
2001/11/19,17.72,16.45,17.51
2001/11/16,18.03,16.13,17.15
2001/11/15,17.45,15.90,16.97
2001/11/14,19.74,17.05,18.40
2001/11/13,21.67,19.57,20.35
2001/11/12,21.23,19.01,19.33
2001/11/9,20.93,19.96,22.22
2001/11/8,21.17,18.48,19.80
2001/11/7,20.09,17.53,18.84
2001/11/6,19.92,17.27,18.60
2001/11/5,20.02,17.66,18.97
2001/11/4,20.19,18.05,19.30
2001/11/1,20.39,17.80,19.12
2001/10/31,21.18,18.74,19.79
2001/10/30,21.87,19.09,20.40
2001/10/29,22.15,19.32,20.42
2001/10/26,22.03,19.24,20.26
2001/10/25,21.77,19.07,20.15
2001/10/23,21.52,19.13,20.11
2001/10/22,21.76,19.28,20.18
2001/10/19,21.83,19.54,20.53
2001/10/18,21.31,18.76,19.70
2001/10/17,21.81,19.19,20.07
2001/10/16,22.00,19.86,20.78
2001/10/15,22.50,20.07,20.76
2001/10/12,22.50,19.61,20.44
2001/10/11,23.34,20.39,21.19
2001/10/10,22.53,19.94,20.74
2001/10/9,22.48,19.83,20.59
2001/10/8,22.45,19.37,20.42
2001/10/5,22.39,19.33,20.58
2001/10/4,22.63,20.08,21.31
2001/10/3,22.08,20.76,20.52
